Frequency_Hz,Magnitude,Magnitude_dB
0.01,1.00411413263174,0.0356615939297543
0.0101354508460689,1.00422549142737,0.036624827636302
0.0102727363853079,1.00433984173071,0.0376138262011445
0.0104118814687912,1.00445726271097,0.0386292654156251
0.010552911284203,1.00457783557126,0.0396718381014065
0.0106958513603965,1.00470164359783,0.040742254504515
0.0108407275720158,1.00482877221032,0.0418412426966946
0.0109875661441791,1.00495930901312,0.0429695489843192
0.0111363936572258,1.0050933438478,0.0441279383247604
0.0112872370515286,1.00523096884664,0.0453171947503548
0.0114401236323696,1.00537227848727,0.0465381217999521
0.0115950810748834,1.00551736964848,0.0477915429581992
0.0117521374290665,1.00566634166715,0.0490783021024768
0.011911321124855,1.00581929639635,0.0503992639576114
0.012072660977271,1.00597633826466,0.0517553145583796
0.0122361861916385,1.00613757433668,0.0531473617197892
0.0124019263688699,1.00630311437475,0.054576335515283
0.0125699115108247,1.00647307090194,0.0560431887627564
0.01274017202574,1.00664755926628,0.0575488975184805
0.012912738733735,1.00682669770631,0.0590944615789666
0.0130876428723902,1.00701060741788,0.0606809049907178
0.0132649161024015,1.00719941262231,0.062309276567957
0.0134445905133119,1.00739324063589,0.0639806504182956
0.0136266986293197,1.00759222194069,0.0656961264763469
0.0138112734151665,1.00779649025686,0.067456831045279
0.0139983482821038,1.00800618261622,0.0692639173463927
0.0141879570939417,1.00822143943738,0.0711185660765992
0.0143801341731781,1.00844240460223,0.0730219859738624
0.0145749143072123,1.00866922553398,0.0749754143906514
0.0147723327546417,1.00890205327666,0.076980117875271
0.0149724252516445,1.00914104257617,0.0790373927612015
0.0151752280184484,1.00938635196289,0.0811485657643902
0.0153807777658871,1.00963814383591,0.0833149945884666
0.0155891117020459,1.00989658454879,0.085538068537952
0.0158002675389964,1.01016184449714,0.0878192091394574
0.0160142834996237,1.0104340982077,0.0901598707708275
0.0162311983245449,1.01071352442933,0.0925615412983767
0.0164510512791221,1.01100030622567,0.0950257427220875
0.0166738821605701,1.01129463106964,0.0975540318290152
0.0168997313051604,1.01159669093981,0.100148000854759
0.0171286395955225,1.0119066824187,0.102809278153223
0.0173606484680449,1.01222480679303,0.105539528874661
0.0175957999203751,1.012551270156,0.108340455652176
0.0178341365190225,1.01288628351167,0.111213799296772
0.0180757014070636,1.0132300628815,0.114161339501123
0.0183205383119512,1.0135828294131,0.117184895552238
0.0185686915534304,1.01394480949135,0.120286327053241
0.0188202060515609,1.01431623485182,0.123467534654552
0.0190751273348484,1.01469734269677,0.126730460794659
0.0193335015484862,1.01508837581373,0.130077090450953
0.0195953754627079,1.01548958269671,0.133509451900867
0.0198607964812542,1.01590121767029,0.137029617493844
0.020129812649953,1.01632354101667,0.140639704434589
0.0204024726654175,1.0167568191057,0.14434187557813
0.0206788258838605,1.01720132452825,0.148138340237353
0.0209589223300286,1.01765733623294,0.152031355003672
0.0212428127062581,1.01812513966634,0.156023224581572
0.0215305484016527,1.01860502691709,0.160116302637958
0.0218221815013859,1.01909729686379,0.164312992667199
0.0221177647961292,1.01960225532722,0.16861574887287
0.0224173517916081,1.02012021522685,0.173027077067507
0.0227209967182879,1.02065149674205,0.177549535591423
0.02302875454119,1.02119642747829,0.18218573625218
0.0233406809698418,1.02175534263844,0.186938345286102
0.0236568324683609,1.02232858519976,0.191810084343569
0.0239772662656759,1.02291650609666,0.196803731499868
0.0243020403658865,1.02351946440978,0.201922122293559
0.0246312135587625,1.02413782756169,0.2071681507946
0.0249648454303864,1.02477197151968,0.212544770704383
0.025302996373939,1.025422281006,0.218054996490356
0.0256457276006319,1.02608914971625,0.223701904557789
0.0259931011507878,1.02677298054611,0.229488634461779
0.0263451799050708,1.02747418582731,0.235418390162419
0.0267020275958688,1.02819318757317,0.241494441326727
0.0270637088188304,1.0289304177345,0.247720124680747
0.0274302890445578,1.02968631846649,0.254098845415844
0.0278018346304578,1.03046134240723,0.260634078653301
0.0281784128327542,1.03125595296882,0.267329370971488
0.0285600918186618,1.03207062464171,0.274188342000587
0.0289469406787262,1.0329058433132,0.281214686089585
0.0293390294393303,1.03376210660105,0.288412174051094
0.0297364290753701,1.03463992420321,0.29578465498947
0.0301392115231029,1.03553981826463,0.303336058218311
0.0305474496931684,1.03646232376232,0.311070395273633
0.0309612174837871,1.03740798890985,0.318991762029423
0.0313805897941375,1.03837737558251,0.327104340922586
0.0318056425379133,1.03937105976442,0.335412403294751
0.0322364526570659,1.04038963201916,0.343920311858786
0.0326730981357319,1.04143369798509,0.352632523298212
0.0331156580143497,1.0425038788973,0.361553591008132
0.0335642124039671,1.0436008121375,0.3706881679868
0.0340188425007425,1.04472515181393,0.380041009887259
0.0344796306006436,1.04587756937279,0.389616978239014
0.0349466601143438,1.04705875424348,0.399421043850071
0.0354200155823209,1.04826941451947,0.409458290400178
0.0358997826901609,1.04951027767708,0.419733918236664
0.0363860482840682,1.05078209133444,0.430253248384419
0.0368789003865864,1.05208562405304,0.441021726782519
0.0373784282125319,1.05342166618445,0.452044928760063
0.0378847221851433,1.05479103076482,0.46332856376454
0.0383978739524497,1.05619455446011,0.47487848035645
0.0389179764038604,1.05763309856492,0.486700671484433
0.0394451236869798,1.05910755005813,0.498801280055777
0.0399794112246493,1.06061882271865,0.511186604817534
0.0405209357322209,1.06216785830481,0.523863106564252
0.0410697952350643,1.063755627801,0.536837414688692
0.041626089086311,1.06538313273559,0.550116334092695
0.0421899179848392,1.06705140657409,0.563706852475703
0.0427613839935017,1.068761516192,0.577616148019382
0.0433405905576015,1.07051456343191,0.591851597487145
0.0439276425236169,1.07231168674972,0.606420784758289
0.0445226461581807,1.07415406295501,0.621331509816959
0.045125709167316,1.0760429090512,0.636591798217115
0.0457369407159333,1.07797948418107,0.652209911045259
0.0463564514475911,1.07996509168382,0.668194355403643
0.046984353504524,1.08200108127017,0.684553895437522
0.047620760547943,1.08408885132244,0.701297563930951
0.0482657877786095,1.08622985132675,0.718434674496646
0.048919551957689,1.0884255844454,0.735974834386462
0.0495821714278873,1.09067761023751,0.753927957950362
0.0502537661348714,1.09298754753696,0.772304280772785
0.0509344576489833,1.09535707749701,0.791114374516874
0.051624369187245,1.09778794681174,0.81036916250847
0.0523236256356637,1.10028197112524,0.830079936093283
0.0530323535718382,1.10284103863996,0.850258371802523
0.0537506812878714,1.105467113937,0.870916549364223
0.0544787388135937,1.10816224202139,0.892066970599384
0.0552166579401007,1.11092855260707,0.913722579244539
